"scan_layer","scan_ts","trigger","ticker_raw","ticker_normalized","scan_price","close_price","return_pct","band","selection_basis","pm_approved","pm_action","pm_score","pm_allocation_usd","pm_approval_scan_ts","overlay_band"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","AALLW","ALLW","30.0","29.860000610351562","-0.466665","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","DDK","DK","75.67","75.27999877929688","-0.515397","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T16:00:43.108772+00:00","scheduler","FFNV","FNV","266.86","265.42999267578125","-0.535864","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","KKEEL","KEEL","3.73","3.7100000381469727","-0.536192","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","ORCL","ORCL","162.52","161.6300048828125","-0.547622","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T12:01:05.194142+00:00","scheduler","DFTX","DFTX","38.2","37.9900016784668","-0.549734","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T16:00:43.108772+00:00","scheduler","TTMV","TMV","43.46","43.220001220703125","-0.552229","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","AEP","AEP","125.3752","124.66999816894531","-0.562473","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T16:00:43.108772+00:00","scheduler","SSOFI","SOFI","17.43","17.329999923706055","-0.573724","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","FFAZ","FAZ","33.05","32.84000015258789","-0.6354","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","WKHS","WKHS","3.1","3.0799999237060547","-0.645164","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","OOPEN","OPEN","3.02","3.0","-0.662252","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","UUNFI","UNFI","44.93","44.61000061035156","-0.712218","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T19:00:34.536029+00:00","scheduler","KKG","KG","7.42","7.364999771118164","-0.741243","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","EETHA","ETHA","18.72","18.579999923706055","-0.747864","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","CBC","CBC","32.3","32.04999923706055","-0.773996","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","EEUFN","EUFN","42.4","42.06999969482422","-0.778303","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T16:00:43.108772+00:00","scheduler","TTRMD","TRMD","35.74","35.459999084472656","-0.783438","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","IITUB","ITUB","8.15","8.079999923706055","-0.858897","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","RRIG","RIG","5.76","5.710000038146973","-0.868055","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BBIDG","BIDG","6.91","6.849999904632568","-0.868308","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","AAKAN","AKAN","3.28","3.25","-0.914634","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T16:00:43.108772+00:00","scheduler","MMSTY","MSTY","15.27","15.130000114440918","-0.91683","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","ADBE","ADBE","257.26","254.86000061035156","-0.932908","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","BBJP","BBJP","79.0","78.25","-0.949367","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","MRK","MRK","148.99","147.52999877929688","-0.979932","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BJDX","BJDX","1.02","1.0099999904632568","-0.980393","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BBETR","BETR","13.6","13.460000038146973","-1.029411","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T16:00:43.108772+00:00","scheduler","AAVAZ","AVAZ","10.43","10.32040023803711","-1.050813","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","HHRMY","HRMY","42.07","41.619998931884766","-1.069648","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","HOFT","HOFT","12.9","12.760000228881836","-1.08527","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","DMAA","DMAA","10.92","10.800000190734863","-1.098899","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","IEP","IEP","6.91","6.829999923706055","-1.157744","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T19:00:34.536029+00:00","scheduler","LLFST","LFST","12.77","12.619999885559082","-1.174629","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T04:00:33.374529+00:00","scheduler","IDYA","IDYA","38.815","38.349998474121094","-1.197994","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","AAI","AI","10.51","10.380000114440918","-1.236916","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","AASMH","ASMH","11.8","11.649999618530273","-1.27119","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","VVALE","VALE","15.64","15.4399995803833","-1.278775","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","VFS","VFS","3.1","3.059999942779541","-1.290324","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","KR","KR","57.2","56.439998626708984","-1.328674","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SSOUN","SOUN","6.57","6.480000019073486","-1.369863","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","SSNAG","SNAG","5.27","5.197400093078613","-1.377607","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T19:00:34.536029+00:00","scheduler","OOCGN","OCGN","1.08","1.065000057220459","-1.388884","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T16:00:43.108772+00:00","scheduler","TTSLG","TSLG","4.96","4.889999866485596","-1.411293","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","METD","METD","14.7995","14.579999923706055","-1.483159","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T19:00:34.536029+00:00","scheduler","OLMA","OLMA","10.52","10.359999656677246","-1.520916","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","KKITT","KITT","0.71","0.6990000009536743","-1.549296","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","GPRK","GPRK","12.1","11.90999984741211","-1.570249","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","AAGNC","AGNC","10.68","10.510000228881836","-1.591758","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","XXP","XP","19.35","19.040000915527344","-1.602062","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","ORCU","ORCU","9.51","9.350000381469727","-1.682436","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","ABM","ABM","50.6","49.7400016784668","-1.699601","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","KKPTI","KPTI","1.72","1.690000057220459","-1.744183","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","CPRT","CPRT","32.6","32.029998779296875","-1.74847","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","WWLTH","WLTH","9.63","9.460000038146973","-1.765316","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","NNUAI","NUAI","6.6","6.480000019073486","-1.818182","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BOXL","BOXL","5.88","5.769999980926514","-1.870749","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","XXRX","XRX","3.2","3.140000104904175","-1.874997","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","DDVLT","DVLT","0.21","0.20600000023841858","-1.904762","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","NNIU","NIU","2.09","2.049999952316284","-1.913878","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","AAEO","AEO","17.22","16.889999389648438","-1.91638","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","WDH","WDH","1.04","1.0199999809265137","-1.923079","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T04:00:33.374529+00:00","scheduler","AZN","AZN","160.04","156.94000244140625","-1.937014","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","NB","NB","4.12","4.039999961853027","-1.941748","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T19:00:34.536029+00:00","scheduler","OOPFI","OPFI","7.68","7.53000020980835","-1.953122","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","TWG","TWG","0.5198","0.5095000267028809","-1.981526","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","MMLYS","MLYS","31.12","30.5","-1.992288","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T16:00:43.108772+00:00","scheduler","WWYFI","WYFI","19.72","19.309999465942383","-2.07911","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SVRA","SVRA","5.53","5.414999961853027","-2.079567","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","NNU","NU","15.33","15.0","-2.152642","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","HHCWC","HCWC","8.69","8.5","-2.186421","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","BBUD","BUD","79.73","77.9800033569336","-2.194904","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","TXBC","TXBC","17.59","17.19499969482422","-2.245596","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","AARQT","ARQT","24.39","23.84000015258789","-2.255022","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","TTENX","TENX","2.18","2.130000114440918","-2.293573","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","ZZIM","ZIM","30.08","29.3799991607666","-2.32713","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BBTBT","BTBT","1.7","1.659999966621399","-2.352943","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","AUXX","AUXX","7.21","7.039999961853027","-2.357837","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","NNIO","NIO","3.79","3.700000047683716","-2.374669","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","JACK","JACK","15.16","14.779999732971191","-2.506598","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","PPRME","PRME","3.56","3.4700000286102295","-2.528089","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","DDFSC","DFSC","1.55","1.5099999904632568","-2.580646","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","AASST","ASST","27.41","26.690000534057617","-2.626777","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","LLABX","LABX","11.65","11.34000015258789","-2.660943","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","BITU","BITU","13.9205","13.550000190734863","-2.661541","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","BBITX","BITX","17.96","17.479999542236328","-2.672608","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","BBTDR","BTDR","12.67","12.329999923706055","-2.683505","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","MMXC","MXC","11.04","10.739999771118164","-2.717393","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","DSGX","DSGX","75.56","73.44000244140625","-2.805714","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","MMETQ","METQ","19.07","18.520099639892578","-2.883589","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","AAMBA","AMBA","70.88","68.80000305175781","-2.934533","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SPRY","SPRY","5.39","5.230000019073486","-2.96846","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","GGPRO","GPRO","1.46","1.4149999618530273","-3.082194","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","SOUX","SOUX","10.32","9.998299598693848","-3.117252","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","ISPC","ISPC","1.6","1.5499999523162842","-3.125003","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","PPATH","PATH","14.01","13.569999694824219","-3.140616","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SSNDQ","SNDQ","11.77","11.399999618530273","-3.143589","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T12:01:05.194142+00:00","scheduler","ETHU","ETHU","26.9284","26.079999923706055","-3.150577","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"CORE","2026-09-09T04:00:33.374529+00:00","scheduler","UPXI","UPXI","1.07","1.034999966621399","-3.271031","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SMR","SMR","11.18","10.8100004196167","-3.309477","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","RRITR","RITR","0.09","0.08699999749660492","-3.333336","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","GRPN","GRPN","18.95","18.299999237060547","-3.430083","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"CORE","2026-09-09T04:00:33.374529+00:00","scheduler","SAIL","SAIL","18.21","17.579999923706055","-3.459638","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"CORE","2026-09-09T04:00:33.374529+00:00","scheduler","OXM","OXM","31.75","30.649999618530273","-3.464568","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"CORE","2026-09-09T04:00:33.374529+00:00","scheduler","RR","RR","1.73","1.6699999570846558","-3.468211","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","EEOSE","EOSE","4.3","4.150000095367432","-3.48837","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","WYHG","WYHG","5.16","4.980000019073486","-3.488372","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","TRUG","TRUG","0.4124","0.3977999985218048","-3.540253","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","RRGTI","RGTI","15.81","15.239999771118164","-3.605315","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T16:00:43.108772+00:00","scheduler","CCHRN","CHRN","18.87","18.18000030517578","-3.656596","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T04:00:33.374529+00:00","scheduler","PBYI","PBYI","9.4","9.050000190734863","-3.723402","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","SKHN","SKHN","9.83","9.460000038146973","-3.763987","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","RZLT","RZLT","4.22","4.059999942779541","-3.791471","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","HDL","HDL","12.49","12.0","-3.923139","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","PPLUG","PLUG","2.26","2.1700000762939453","-3.982298","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","GGRAG","GRAG","4.42","4.240499973297119","-4.061087","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","F","F","14.02","13.449999809265137","-4.065622","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","LLITZ","LITZ","6.59","6.320000171661377","-4.097114","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","MMVLL","MVLL","30.41","29.15999984741211","-4.11049","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","NNTLA","NTLA","12.74","12.210000038146973","-4.160125","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T13:03:16.719791+00:00","launch_control_full_terminal","SSTLU","STLU","17.75","17.0","-4.225352","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T12:01:05.194142+00:00","scheduler","CRVS","CRVS","13.92","13.329999923706055","-4.238506","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","PPCG","PCG","14.82","14.1899995803833","-4.251015","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","HCWB","HCWB","2.57","2.4600000381469727","-4.280154","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"PHARMA_SHOCK","2026-09-09T04:00:33.374529+00:00","scheduler","CATX","CATX","3.125","2.990000009536743","-4.32","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","OONDS","ONDS","7.62","7.289999961853027","-4.330709","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","OFAL","OFAL","0.72","0.6873999834060669","-4.52778","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","GFL","GFL","44.01","42.0","-4.567144","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T14:00:37.962015+00:00","scheduler","AAEHR","AEHR","100.17","95.55999755859375","-4.602179","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","FFRMM","FRMM","4.85","4.619999885559082","-4.74227","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","SER","SER","2.7","2.569999933242798","-4.814817","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","AADBT","ADBT","0.33","0.3140000104904175","-4.848482","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","FRGT","FRGT","1.02","0.9700000286102295","-4.901958","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"CORE","2026-09-09T04:00:33.374529+00:00","scheduler","ASAN","ASAN","8.68","8.25","-4.953917","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","CURX","CURX","4.42","4.199999809265137","-4.97738","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","SSERV","SERV","4.9","4.65500020980835","-4.999996","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T14:00:37.962015+00:00","scheduler","PPULM","PULM","1.56","1.4800000190734863","-5.128204","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T19:00:34.536029+00:00","scheduler","MMTEX","MTEX","8.45","8.010000228881836","-5.207098","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","KKJD","KJD","15.81","14.977499961853027","-5.265655","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","OLB","OLB","0.354","0.33500000834465027","-5.367229","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","CNM","CNM","44.06","41.599998474121094","-5.583299","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","IINNV","INNV","11.7","11.029999732971191","-5.726498","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T12:01:05.194142+00:00","scheduler","CCAL","CAL","12.91","12.149999618530273","-5.886912","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"LOTTERY_RAW","2026-09-09T04:00:33.374529+00:00","scheduler","QQUA","QUA","14.68","13.76990032196045","-6.199589","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
"STRATEGY","2026-09-09T04:00:33.374529+00:00","scheduler","COO","COO","67.69","63.47999954223633","-6.219531","-10% to 0%","first_scan_observation","NO","","","","","-10% to 0%"
