scan_layer,scan_ts,trigger,ticker_raw,ticker_normalized,scan_price,close_price,return_pct,band
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,LDOS,LDOS,142.8,128.13999938964844,-10.266107,-20% to -10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,DELL,DELL,533.69,535.25,0.292305,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,ALMU,ALMU,13.23,13.300000190734863,0.529102,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,INBX,INBX,122.0,112.86000061035156,-7.491803,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,CRML,CRML,7.3,7.070000171661377,-3.150683,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,PLAY,PLAY,9.94,8.1899995803833,-17.605638,-20% to -10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,LOVE,LOVE,14.7,16.030000686645508,9.047624,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,SHOE,SHOE,13.46,12.930000305175781,-3.937591,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,PATH,PATH,14.01,13.569999694824219,-3.140616,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,ASAN,ASAN,8.68,8.25,-4.953917,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,RR,RR,1.73,1.6699999570846558,-3.468211,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,FCEL,FCEL,17.71,16.56999969482422,-6.437043,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,MMED,MMED,22.0,22.760000228881836,3.454546,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,GIII,GIII,33.72,27.540000915527344,-18.327399,-20% to -10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,SAIL,SAIL,18.21,17.579999923706055,-3.459638,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,OXM,OXM,31.75,30.649999618530273,-3.464568,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,CPB,CPB,21.44,21.8799991607666,2.052235,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,AI,AI,10.37,10.380000114440918,0.096433,0% to <10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,CHPT,CHPT,9.96,8.949999809265137,-10.140564,-20% to -10%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,BAH,BAH,72.5,72.19999694824219,-0.413797,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,UPXI,UPXI,1.07,1.034999966621399,-3.271031,-10% to 0%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,FLWS,FLWS,4.79,3.490000009536743,-27.139875,Below -20%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,ODD,ODD,12.68,16.479999542236328,29.968451,20% to <30%
CORE,2026-09-09T04:00:33.374529+00:00,scheduler,RH,RH,196.32,139.3699951171875,-29.008764,Below -20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,AAEO,AEO,17.22,16.889999389648438,-1.91638,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,AARQT,ARQT,24.39,23.84000015258789,-2.255022,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ABM,ABM,50.6,49.7400016784668,-1.699601,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ADBE,ADBE,257.26,254.86000061035156,-0.932908,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,AI,AI,10.37,10.380000114440918,0.096433,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ALMU,ALMU,13.23,13.300000190734863,0.529102,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ARQT,ARQT,24.11,23.84000015258789,-1.119867,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ASAN,ASAN,8.68,8.25,-4.953917,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,BBILI,BILI,16.2,15.90999984741211,-1.790124,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,BBUD,BUD,79.73,77.9800033569336,-2.194904,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,BILI,BILI,15.96,15.90999984741211,-0.313284,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,BRZE,BRZE,30.31,23.725000381469727,-21.725502,Below -20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CAPR,CAPR,9.06,8.640000343322754,-4.635758,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CASY,CASY,733.49,629.030029296875,-14.241499,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CBC,CBC,32.3,32.04999923706055,-0.773996,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CCBC,CCBC,18.5,18.5,0.0,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CCHPT,CHPT,9.37,8.949999809265137,-4.482393,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CCOHH,COHH,6.41,6.489999771118164,1.248046,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CCOHX,COHX,25.81,26.1200008392334,1.201088,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CCPER,CPER,40.57,41.04999923706055,1.183138,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CHPT,CHPT,9.96,8.949999809265137,-10.140564,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CHWY,CHWY,23.27,20.75,-10.829394,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CNM,CNM,44.06,41.599998474121094,-5.583299,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,COHH,COHH,6.46,6.489999771118164,0.464393,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,COHX,COHX,25.91,26.1200008392334,0.810501,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,COO,COO,67.69,63.47999954223633,-6.219531,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CPB,CPB,21.44,21.8799991607666,2.052235,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CPER,CPER,40.51,41.04999923706055,1.333002,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CPRT,CPRT,32.6,32.029998779296875,-1.74847,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,CRML,CRML,7.3,7.070000171661377,-3.150683,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DDFDV,DFDV,5.99,5.440000057220459,-9.181969,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DDK,DK,75.67,75.27999877929688,-0.515397,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DDXD,DXD,16.97,17.229999542236328,1.532113,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DELL,DELL,533.69,535.25,0.292305,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DFDV,DFDV,5.94,5.440000057220459,-8.417507,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DSGX,DSGX,75.56,73.44000244140625,-2.805714,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,DXD,DXD,16.55,17.229999542236328,4.108759,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,EEFXT,EFXT,22.54,22.56999969482422,0.133095,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,EEUFN,EUFN,42.4,42.06999969482422,-0.778303,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,EUFN,EUFN,42.58,42.06999969482422,-1.197746,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,FCEL,FCEL,17.71,16.56999969482422,-6.437043,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,FLWS,FLWS,4.79,3.490000009536743,-27.139875,Below -20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GFL,GFL,44.01,42.0,-4.567144,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GGFL,GFL,42.87,42.0,-2.029391,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GGPRK,GPRK,11.95,11.90999984741211,-0.334729,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GGRNT,GRNT,5.1,5.099999904632568,-2e-06,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GGSG,GSG,35.38,35.88999938964844,1.441491,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GIII,GIII,33.72,27.540000915527344,-18.327399,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GPRK,GPRK,12.1,11.90999984741211,-1.570249,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,GPRO,GPRO,1.44,1.4149999618530273,-1.736114,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,HAFN,HAFN,7.9915,9.15999984741211,14.621784,10% to <20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,HHAFN,HAFN,8.96,9.15999984741211,2.232141,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,HHRMY,HRMY,42.07,41.619998931884766,-1.069648,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,HTLM,HTLM,1.7,1.7000000476837158,3e-06,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,IIONL,IONL,13.35,11.789999961853027,-11.685394,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,IIONX,IONX,24.28,21.43000030517578,-11.738055,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,IMPP,IMPP,5.33,5.360000133514404,0.562854,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,INDP,INDP,1.84,2.0799999237060547,13.043474,10% to <20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,KR,KR,57.2,56.439998626708984,-1.328674,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,KT,KT,19.78,19.739999771118164,-0.202226,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,LOVE,LOVE,14.7,16.030000686645508,9.047624,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,MMED,MMED,22.0,22.760000228881836,3.454546,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,MMLYS,MLYS,31.12,30.5,-1.992288,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,MRK,MRK,148.99,147.52999877929688,-0.979932,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,MRNA,MRNA,133.32,135.61000061035156,1.717672,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,NAMS,NAMS,22.5,22.790000915527344,1.288893,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,NB,NB,4.12,4.039999961853027,-1.941748,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,NNAMS,NAMS,25.63,22.790000915527344,-11.080761,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ODD,ODD,12.68,16.479999542236328,29.968451,20% to <30%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ORCL,ORCL,162.52,161.6300048828125,-0.547622,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,OXM,OXM,31.75,30.649999618530273,-3.464568,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,PATH,PATH,14.01,13.569999694824219,-3.140616,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,PHVS,PHVS,37.28,37.7400016784668,1.23391,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,PLAY,PLAY,9.94,8.1899995803833,-17.605638,-20% to -10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,PPCG,PCG,14.82,14.1899995803833,-4.251015,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,PPHVS,PHVS,37.84,37.7400016784668,-0.264266,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,QQBTX,QBTX,6.66,6.21999979019165,-6.60661,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,RGTX,RGTX,9.94,9.149999618530273,-7.94769,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,RH,RH,196.32,139.3699951171875,-29.008764,Below -20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ROIV,ROIV,41.32,41.810001373291016,1.18587,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,RR,RR,1.73,1.6699999570846558,-3.468211,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,RRGTX,RRGTX,7.82,7.820000171661377,2e-06,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,RROIV,ROIV,41.48,41.810001373291016,0.795567,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SAIL,SAIL,17.79,17.579999923706055,-1.180439,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SAIL,SAIL,18.21,17.579999923706055,-3.459638,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SHOE,SHOE,13.46,12.930000305175781,-3.937591,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SMU,SMU,8.67,8.069999694824219,-6.920419,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SSIG,SIG,82.67,102.4800033569336,23.962747,20% to <30%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SSMU,SMU,8.64,8.069999694824219,-6.597226,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,SUNB,SUNB,69.32,73.41999816894531,5.914596,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,TTAN,TTAN,81.58,57.119998931884766,-29.98284,Below -20%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,UNFI,UNFI,44.93,44.61000061035156,-0.712218,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,UPXI,UPXI,1.07,1.034999966621399,-3.271031,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,UUNFI,UNFI,44.93,44.61000061035156,-0.712218,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,VFS,VFS,3.1,3.059999942779541,-1.290324,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,WLTH,WLTH,10.5,9.460000038146973,-9.904762,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,WWLTH,WLTH,9.63,9.460000038146973,-1.765316,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,WWRB,WRB,69.77,69.91000366210938,0.200665,0% to <10%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ZIM,ZIM,29.5,29.3799991607666,-0.406783,-10% to 0%
STRATEGY,2026-09-09T04:00:33.374529+00:00,scheduler,ZZIM,ZIM,30.08,29.3799991607666,-2.32713,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,CAPR,CAPR,9.06,8.640000343322754,-4.635758,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,EOSE,EOSE,4.3,4.150000095367432,-3.48837,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,GGCDT,GCDT,0.91,0.6383000016212463,-29.857143,Below -20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BBNC,BNC,5.25,4.429999828338623,-15.619051,-20% to -10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,IINDP,INDP,1.85,2.0799999237060547,12.432428,10% to <20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,WWYHG,WYHG,5.88,4.980000019073486,-15.306122,-20% to -10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,PPDSB,PDSB,0.3,0.2930000126361847,-2.333329,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,MMOBX,MMOBX,1.27,8.319999694824219,555.118086,30% and higher
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,NNUR,NUR,2.46,1.5499999523162842,-36.991872,Below -20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,EETS,ETS,1.12,1.2899999618530273,15.178568,10% to <20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SSST,SST,5.0,4.409999847412109,-11.800003,-20% to -10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,OORBS,ORBS,1.14,1.0399999618530273,-8.771933,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,TTDOT,TDOT,14.9,13.484600067138672,-9.499328,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,AARBE,ARBE,0.74,0.7939000129699707,7.283786,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,TTWG,TWG,0.52,0.5095000267028809,-2.019226,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,TTRUG,TRUG,0.44,0.3977999985218048,-9.590909,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BBJDX,BJDX,1.03,1.0099999904632568,-1.941748,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,AATER,ATER,0.73,0.7099999785423279,-2.739729,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,NNUAI,NUAI,6.6,6.480000019073486,-1.818182,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,ONDS,ONDS,7.62,7.289999961853027,-4.330709,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SOUN,SOUN,6.57,6.480000019073486,-1.369863,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BAOS,BAOS,0.32,0.33559998869895935,4.874996,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BTDR,BTDR,12.67,12.329999923706055,-2.683505,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,RXRX,RXRX,3.44,3.2149999141693115,-6.5407,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,PRME,PRME,3.56,3.4700000286102295,-2.528089,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,LCID,LCID,4.63,4.269999980926514,-7.775378,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BRNX,BRNX,2.3,2.630000114440918,14.347831,10% to <20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,XRX,XRX,3.2,3.140000104904175,-1.874997,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SERV,SERV,4.9,4.65500020980835,-4.999996,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,AI,AI,10.51,10.380000114440918,-1.236916,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,NTLA,NTLA,12.74,12.210000038146973,-4.160125,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SSWVL,SWVL,6.42,7.099999904632568,10.591899,10% to <20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SSMR,SSMR,11.18,17.8799991607666,59.928436,30% and higher
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,DFSC,DFSC,1.55,1.5099999904632568,-2.580646,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,HHCWC,HCWC,8.69,8.5,-2.186421,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,VVIDA,VIDA,2.44,2.259999990463257,-7.37705,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,YYDES,YDES,4.25,3.924999952316284,-7.64706,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,PDSB,PDSB,0.2909,0.2930000126361847,0.721902,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,EEOSE,EOSE,4.3,4.150000095367432,-3.48837,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,ZCMD,ZCMD,0.85,0.8809000253677368,3.635297,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,MRLN,MRLN,3.39,3.140000104904175,-7.374628,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,FGI,FGI,7.55,7.730000019073486,2.384106,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BXBL,BXBL,4.37,4.360000133514404,-0.22883,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,KPTI,KPTI,1.72,1.690000057220459,-1.744183,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,FRMM,FRMM,4.85,4.619999885559082,-4.74227,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,AKAN,AKAN,3.28,3.25,-0.914634,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,PLCE,PLCE,2.79,2.5399999618530273,-8.960575,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,HQ,HQ,16.14,16.06999969482422,-0.433707,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,HWH,HWH,1.8,1.8600000143051147,3.333334,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,HPK,HPK,8.15,8.210000038146973,0.736197,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,LENZ,LENZ,5.33,4.909999847412109,-7.879928,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BETR,BETR,13.6,13.460000038146973,-1.029411,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,GRPN,GRPN,18.95,18.299999237060547,-3.430083,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,PROK,PROK,1.99,1.850000023841858,-7.035175,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SVRA,SVRA,5.53,5.414999961853027,-2.079567,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,VELO,VELO,11.96,10.90999984741211,-8.779265,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SHOE,SHOE,13.38,12.930000305175781,-3.363226,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,JACK,JACK,15.16,14.779999732971191,-2.506598,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,VIVO,VIVO,4.07,4.150000095367432,1.965604,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,OFAL,OFAL,0.72,0.6873999834060669,-4.52778,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SPRY,SPRY,5.39,5.230000019073486,-2.96846,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,IEP,IEP,6.91,6.829999923706055,-1.157744,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BOXL,BOXL,5.88,5.769999980926514,-1.870749,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,WKHS,WKHS,3.1,3.0799999237060547,-0.645164,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,FRGT,FRGT,1.02,0.9700000286102295,-4.901958,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,GRAB,GRAB,3.27,3.0399999618530273,-7.03364,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SMR,SMR,11.18,10.8100004196167,-3.309477,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,QQUA,QUA,14.68,13.76990032196045,-6.199589,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,OOBX,OBX,18.73,18.68000030517578,-0.26695,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,NNOK,NOK,10.65,10.760000228881836,1.032866,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,TTSLL,TSLL,9.87,9.850000381469727,-0.20263,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,KKEEL,KEEL,3.73,3.7100000381469727,-0.536192,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,AATAI,ATAI,7.28,7.289999961853027,0.137362,0% to <10%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,OOLB,OLB,0.27,0.33500000834465027,24.074077,20% to <30%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,OONDS,ONDS,7.62,7.289999961853027,-4.330709,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,SSOUN,SOUN,6.57,6.480000019073486,-1.369863,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,WWDH,WWDH,1.07,9.999999747378752e-05,-99.990654,Below -20%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,IISPC,ISPC,1.59,1.5499999523162842,-2.515726,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,HHCWB,HCWB,2.51,2.4600000381469727,-1.99203,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,GGMEX,GMEX,0.63,0.5710999965667725,-9.349207,-10% to 0%
LOTTERY_RAW,2026-09-09T04:00:33.374529+00:00,scheduler,BBAOS,BAOS,0.32,0.33559998869895935,4.874996,0% to <10%
